ID Chamado,TÍTULO,CATEGORIA COMPLETA,,,
2024070014,troca da fechadura,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2024070015,Troca de monitor,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024070017,Ar condicionado com defeito,Climatização > Ar condicionado,,,
2024070019,Lâmpadas com defeito,Elétrica > Iluminação,,,
2024070021,Ar Condicionado com problema (ERRO),Climatização > Ar condicionado,,,
2024070028,Inspeção,Climatização > Ar condicionado,,,
2024070030,Substituição de ralos das pias,Hidrossanitária > Hidráulica,,,
2024070034,Necessidades do Cuni Posto da Mata,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2024070035,Cuni Medeiros Neto,Elétrica > Iluminação,,,
2024070037,substituição/ conserto de nobreak,Elétrica > Nobreak,,,
2024070038,Ar condicionado,Climatização > Ar condicionado,,,
2024070045,Solicitação de Areia Fina,Suprimentos / Apoio Técnico > Materiais,,,
2024070052,Verificação de Salas de Aulas,Manutenção Preventiva > Vistoria em Instalações,,,
2024070055,Manutenção Preventiva Mensal - Ar condicionado - CJA - Laboratório CEPLAC,Manutenção Preventiva > Ar condicionado split,,,
2024070056,Manutenção Preventiva Mensal - Ar condicionado - CJA - NUPED,Manutenção Preventiva > Ar condicionado split,,,
2024070057,Manutenção Preventiva Mensal - Ar condicionado - CJA - NVGA,Manutenção Preventiva > Ar condicionado split,,,
2024070058,Manutenção Preventiva Mensal - Ar condicionado - CJA - Auditório CEPLAC,Manutenção Preventiva > Ar condicionado split,,,
2024070059,Manutenção Preventiva Mensal - Ar condicionado - CPF - Bloco Administrativo,Manutenção Preventiva > Ar condicionado split,,,
2024070060,Manutenção Preventiva Mensal - Ar condicionado - CPF - Bloco de Aulas 1,Manutenção Preventiva > Ar condicionado split,,,
2024070061,Manutenção Preventiva Mensal - Ar condicionado - CPF - Bloco de Aulas 2,Manutenção Preventiva > Ar condicionado split,,,
2024070062,Manutenção Preventiva Mensal - Ar condicionado - CPF - Bloco Docente,Manutenção Preventiva > Ar condicionado split,,,
2024070063,Manutenção Preventiva Mensal - Ar condicionado - CPF - Laboratório 1° Ciclo CFCS,Manutenção Preventiva > Ar condicionado split,,,
2024070064,Manutenção Preventiva Mensal - Ar condicionado - CPF - Pavilhão Anexo de Aulas,Manutenção Preventiva > Ar condicionado split,,,
2024070065,Manutenção Preventiva Mensal - Ar condicionado - CSC - Pavilhão Administrativo,Manutenção Preventiva > Ar condicionado split,,,
2024070066,Manutenção Preventiva Mensal - Ar condicionado - CSC - Bloco de Serviços,Manutenção Preventiva > Ar condicionado split,,,
2024070067,Manutenção Preventiva Mensal - Ar condicionado - CSC - Espaço de Leitura,Manutenção Preventiva > Ar condicionado split,,,
2024070068,Manutenção Preventiva Mensal - Ar condicionado - CSC - Laboratórios,Manutenção Preventiva > Ar condicionado split,,,
2024070069,Manutenção Preventiva Mensal - Ar condicionado - CSC - Pavilhão de Convenções,Manutenção Preventiva > Ar condicionado split,,,
2024070070,Manutenção Preventiva Mensal - Ar condicionado - CSC - Pavilhão de Feiras,Manutenção Preventiva > Ar condicionado split,,,
2024070071,Manutenção Preventiva Mensal - Ar Condicionado - CSC - Pórtico,Manutenção Preventiva > Ar condicionado split,,,
2024070072,Manutenção Semestral - Ar condicionado - CJA - CFCA/CEPLAC,Manutenção Preventiva > Ar condicionado split,,,
2024070073,Manutenção Semestral - Ar condicionado - CJA - NVGA,Manutenção Preventiva > Ar condicionado split,,,
2024070074,Manutenção Preventiva Mensal - Ar condicionado - CPF - Laboratório de Habilidades,Manutenção Preventiva > Ar condicionado split,,,
2024070075,Manutenção Preventiva Mensal - Ar condicionado - CSC - LABMOL,Manutenção Preventiva > Ar condicionado split,,,
2024070076,Manutenção Preventiva Mensal - Ar condicionado - CPF - Clínica escola de Psicologia,Manutenção Preventiva > Ar condicionado split,,,
2024070077,Manutenção Preventiva Mensal - Ar condicionado - CPF - Salas de Tutoria,Manutenção Preventiva > Ar condicionado split,,,
2024070078,Manutenção preventiva mensal dos elevadores do Núcleo Pedagógico do Campus Paulo Freire,Manutenção Preventiva > Elevador,,,
2024070079,Descarga,Hidrossanitária > Hidráulica,,,
2024070083,vaso sanitário com vazamento,Estrutura Predial > Infiltração,,,
2024070084,AR CONDICIONADO NÃO FUNCIONA,Climatização > Ar condicionado,,,
2024070096,Problema no forro,Estrutura Predial > Forro,,,
2024070097,Troca de fechadura de armário e instalação de porta papel,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024070099,Forro,Estrutura Predial > Forro,,,
2024070104,Goteiras e vazamentos no Telhado das salas 07 e 08,"Estrutura Predial > Telhados, calhas, rufos, etc.",,,
2024070105,Furos Balcões sala de aula,"Estrutura Predial > Telhados, calhas, rufos, etc.",,,
2024070110,sem internet,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2024070111,Lâmpadas queimadas,Elétrica > Iluminação,,,
2024070138,Instalação de Ar condicionado,Climatização > Ar condicionado,,,
2024070139,Instalação de Ar condicionado,Climatização > Ar condicionado,,,
2024070115,Limpeza Geral/Manutenção Semestral dos Ar condicionados - Internato CPF,Manutenção Preventiva > Ar condicionado split,,,
2024070124,Solicito instalação de 1 Câmera IP Intelbras no teto/parede do Laborat,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024070125,Extensão do microondas da Secretaria Executiva do CJA,Elétrica > Instalações elétricas,,,
2024070116,Limpeza Geral/Manutenção Semestral dos Ar condicionados - Núcleo Pedagógico CPF,Manutenção Preventiva > Ar condicionado split,,,
2024070117,Limpeza Geral/Manutenção Semestral dos Ar condicionados - Posto de Saúde CPF,Manutenção Preventiva > Ar condicionado split,,,
2024070123,Solicito a instalação de um ponto de rede na parte superior (teto ou p,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024070118,Limpeza Geral/Manutenção Semestral dos Ar condicionados - CEAME CPF,Manutenção Preventiva > Ar condicionado split,,,
2024070122,Solicito a remoção de 3 câmeras IP do espaço do antigo auditório para,Elétrica > Instalações elétricas,,,
2024070121,Solicito com urgência a passagem de tubulação para acesso da fibra ópt,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024070119,Limpeza Geral/Manutenção Semestral dos Ar condicionados - Clínica Escola Psicologia CPF,Manutenção Preventiva > Ar condicionado split,,,
2024070128,Mictório vazando,Estrutura Predial > Infiltração,,,
2024070129,Lâmpada queimada,Elétrica > Iluminação,,,
2024070130,Computador,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024070393,Substituição de lâmpadas queimadas,Elétrica > Iluminação,,,
2024070136,Trocar cabo de rede,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024070145,Troca de Baterias.,Elétrica > Nobreak,,,
2024070154,Instalação de tomadas de energia nas Salas de Aula Complexo 2,Elétrica > Instalações elétricas,,,
2024070155,Instalação,Elétrica > Instalações elétricas,,,
2024070157,Instalação de tv na nova sala da UPT no Cuni Itamaraju,Elétrica > Instalações elétricas,,,
2024070160,Manutenção preventiva mensal dos elevadores da Reitoria e Campus Jorge Amado,Manutenção Preventiva > Elevador,,,
2024070162,Instalação de tomada para ar condicionado.,Elétrica > Instalações elétricas,,,
2024070168,Abertura de Furos Para Passagem de Fiação,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2024070173,Lampadas queimadas.,Elétrica > Iluminação,,,
2024070182,Iluminação insuficiente,Elétrica > Iluminação,,,
2024070184,Vazamento,Hidrossanitária > Hidráulica,,,
2024070189,Instalação,Elétrica > Iluminação,,,
2024070193,Instalação ar condicionado,Climatização > Ar condicionado,,,
2024070195,Manutenção em miolo da porta do banheiro masculino do Laboratório NEA-PB,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2024070197,Reparo em chuveiro de emergência,Hidrossanitária > Hidráulica,,,
2024070200,solicitação de salas para a SNCT 2024,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024070202,"Instalação de projetor - SL 109-B, Núcleo Pedagógico",Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024070203,"Instalação de projetor - Laboratório de Matemática Computacional e Robótica, Núcleo Pedagógico",Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024070204,"Caríssimos,  Solicito a remoção de todas as câmeras HIKVISION do Núcle",Elétrica > Instalações elétricas,,,
2024070207,Parafusar banco,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024070208,Torneira vazando,Hidrossanitária > Hidráulica,,,
2024070219,Suporte para papel higiênico solto,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024070222,banheiro feminino do 1º andar com vazamento,Hidrossanitária > Hidráulica,,,
2024070224,banheiro feminino do 2 andar entupido,Hidrossanitária > Hidráulica,,,
2024070225,Defeito umidificadores,Hidrossanitária > Hidráulica,,,
2024070228,Conserto de torneira de pia da sala de Enfermagem,Hidrossanitária > Hidráulica,,,
2024070229,Instalação de Bebedouro,Hidrossanitária > Hidráulica,,,
2024070230,Reparo em vaso sanitário do bloco docente,Hidrossanitária > Hidráulica,,,
2024070234,Ar condicionado pingando,Climatização > Ar condicionado,,,
2024070252,Instalação de tomadas,Elétrica > Instalações elétricas,,,
2024070253,Manutenção Preventiva/Inspeção Semestral de Quadros de Energia do Painel Fotovoltaico  - Campus CJA,Manutenção Preventiva > Quadros Elétricos,,,
2024070254,Manutenção Preventiva/Inspeção Semestral de Quadros de Energia do Painel Fotovoltaico  - Campus Paulo Freire,Manutenção Preventiva > Quadros Elétricos,,,
2024070278,Ar Condicionado,Climatização > Ar condicionado,,,
2024070279,Infiltração subestação,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024070280,Iluminação terraço,Elétrica > Iluminação,,,
2024080202,Problema na fechadura do Laboratório de Paleontologia,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2024070288,Instalação de uma prateleira no teto,Estrutura Predial > Forro,,,
2024070289,Tomadas não funcionam.,Elétrica > Instalações elétricas,,,
2024070291,Descarga Com defeito,Hidrossanitária > Hidráulica,,,
2024070296,Ar condicionado não funciona.,Climatização > Ar condicionado,,,
2024070298,Solicitação de Inclusão nos Informativos (listas de emails),Elétrica > Iluminação,,,
2024070303,Passagem de cabo,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2024070304,Suporte para 2 APs no 2º andar do Complexo 2,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2024070328,Manutenção Preventiva Semestral - Gerador 75 kVA - CSC,Manutenção Preventiva > Gerador,,,
2024070329,Manutenção Preventiva Semestral - Gerador 170 kVA - CSC,Manutenção Preventiva > Gerador,,,
2024070330,Manutenção Preventiva Semestral - Gerador 55 kVA - CSC,Manutenção Preventiva > Gerador,,,
2024070331,Manutenção Preventiva Semestral - Gerador 55 kVA - CPF,Manutenção Preventiva > Gerador,,,
2024070332,Manutenção Preventiva Semestral - Gerador 155 kVA - CSC,Manutenção Preventiva > Gerador,,,
2024070333,Manutenção Preventiva Semestral - Gerador 155 kVA - CJA,Manutenção Preventiva > Gerador,,,
2024070334,Fachadura da porta da sala dos conselhos,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2024070338,Verificar tomada elétrica,Elétrica > Instalações elétricas,,,
2024070339,Porta de vidro com problema,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2024070340,Copia de chave,Outros > Erro de chamado,,,
2024070347,Tomada de cabo de rede para internet e telefone,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024070351,At condicionado não está gelando,Climatização > Ar condicionado,,,
2024070352,Ar condicionado Pingando,Climatização > Ar condicionado,,,
2024070364,Porta emperrando,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2024070366,Trocar cabo de rede,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2024070371,2° andar sem iluminação,Elétrica > Iluminação,,,
2024070373,Infiltrações no telhado: condições Insalubre de trabalho com danos ao patrimônio da UFSB,Estrutura Predial > Infiltração,,,
2024070374,Solicitação de Reinstalação de Ponte para acesso ao Meliponário,"Estrutura Predial > Telhados, calhas, rufos, etc.",,,
2024070383,Pia entupida,Hidrossanitária > Hidráulica,,,
2024070387,"Prezados   Boa tarde,  Solicito um manuntencao na laje e nas paredes d",Estrutura Predial > Infiltração,,,
2024070391,Quadro elétrico para a lanchonete do Campus Jorge Amado,Elétrica > Instalações elétricas,,,
2024070395,Rede de Logica definitiva do CUNI Eunapolis,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2024070427,"Boa tarde,     Gostaria de comunicar que o ar condicionado da sala par",Climatização > Ar condicionado,,,
2024080002,Lâmpada queimada,Elétrica > Iluminação,,,
2024080003,Maçaneta com defeito,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2024080005,Goteira - Laboratório de Geoprocessamento e Gestão Costeira,"Estrutura Predial > Telhados, calhas, rufos, etc.",,,
2024080010,Troca de placa de forro no Laboratório de Botânica,Estrutura Predial > Forro,,,
2024080011,miolo da fechadura emperando,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2024080018,Criação de ponto de rede no auditório do colégio municipal de Porto Seguro (não é o CUNI),TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2024080021,Reparo em motores dos fancoil,Climatização > Ar condicionado central,,,
2024080022,Maçaneta da sala 02,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2024080029,Mictorio do banheiro masculino,Manutenção Preventiva > Esgoto,,,
2024080038,Funcionamento,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2024080040,Tampa de vaso sanitário solta,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024080052,Manutenção Preventiva Mensal - Ar condicionado Central - CSC,Manutenção Preventiva > Ar condicionado central,,,
2024080053,Manutenção Preventiva Mensal - Ar Condicionado Central - CSC - Tratamento Químico Mensal da Água de Condensação,Manutenção Preventiva > Ar condicionado central,,,
2024080055,Manutenção Preventiva Mensal - Ar condicionado - Reitoria,Manutenção Preventiva > Ar condicionado split,,,
2024080056,Manutenção Preventiva Mensal - Ar condicionado - CJA - Laboratório CEPLAC,Manutenção Preventiva > Ar condicionado split,,,
2024080057,Manutenção Preventiva Mensal - Ar condicionado - CJA - NUPED,Manutenção Preventiva > Ar condicionado split,,,
2024080058,Manutenção Preventiva Mensal - Ar condicionado - CJA - NVGA,Manutenção Preventiva > Ar condicionado split,,,
2024080059,Manutenção Preventiva Mensal - Ar condicionado - CJA - Auditório CEPLAC,Manutenção Preventiva > Ar condicionado split,,,
2024080060,Manutenção Preventiva Mensal - Ar condicionado - CPF - Bloco Administrativo,Manutenção Preventiva > Ar condicionado split,,,
2024080061,Manutenção Preventiva Mensal - Ar condicionado - CPF - Bloco de Aulas 1,Manutenção Preventiva > Ar condicionado split,,,
2024080062,Manutenção Preventiva Mensal - Ar condicionado - CPF - Bloco de Aulas 2,Manutenção Preventiva > Ar condicionado split,,,
2024080063,Manutenção Preventiva Mensal - Ar condicionado - CPF - Bloco Docente,Manutenção Preventiva > Ar condicionado split,,,
2024080064,Manutenção Preventiva Mensal - Ar condicionado - CPF - Laboratório 1° Ciclo CFCS,Manutenção Preventiva > Ar condicionado split,,,
2024080065,Manutenção Preventiva Mensal - Ar condicionado - CPF - Pavilhão Anexo de Aulas,Manutenção Preventiva > Ar condicionado split,,,
2024080066,Manutenção Preventiva Mensal - Ar condicionado - CSC - Pavilhão Administrativo,Manutenção Preventiva > Ar condicionado split,,,
2024080067,Manutenção Preventiva Mensal - Ar condicionado - CSC - Bloco de Serviços,Manutenção Preventiva > Ar condicionado split,,,
2024080068,Manutenção Preventiva Mensal - Ar condicionado - CSC - Espaço de Leitura,Manutenção Preventiva > Ar condicionado split,,,
2024080069,Manutenção Preventiva Mensal - Ar condicionado - CSC - Laboratórios,Manutenção Preventiva > Ar condicionado split,,,
2024080070,Manutenção Preventiva Mensal - Ar condicionado - CSC - Pavilhão de Convenções,Manutenção Preventiva > Ar condicionado split,,,
2024080071,Manutenção Preventiva Mensal - Ar condicionado - CSC - Pavilhão de Feiras,Manutenção Preventiva > Ar condicionado split,,,
2024080072,Manutenção Preventiva Mensal - Ar Condicionado - CSC - Pórtico,Manutenção Preventiva > Ar condicionado split,,,
2024080073,Manutenção Preventiva Mensal - Ar condicionado - CPF - Laboratório de Habilidades,Manutenção Preventiva > Ar condicionado split,,,
2024080074,Manutenção Preventiva Mensal - Ar condicionado - CSC - LABMOL,Manutenção Preventiva > Ar condicionado split,,,
2024080075,Manutenção Preventiva Mensal - Ar condicionado - CPF - Clínica escola de Psicologia,Manutenção Preventiva > Ar condicionado split,,,
2024080076,Manutenção Preventiva Mensal - Ar condicionado - CPF - Salas de Tutoria,Manutenção Preventiva > Ar condicionado split,,,
2024080077,Manutenção preventiva mensal dos elevadores do Núcleo Pedagógico do Campus Paulo Freire,Manutenção Preventiva > Elevador,,,
2024080079,Descarga Com defeito,Hidrossanitária > Hidráulica,,,
2024080083,Manutenção do telhado sobre a sala de docentes das Artes e Comunicação,"Estrutura Predial > Telhados, calhas, rufos, etc.",,,
2024080084,Criar 3 pontos de rede,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2024080085,Remover TV,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024080099,Manutenção Preventiva Bimensal - Quadros Elétricos de BT - Reitoria,Manutenção Preventiva > Quadros Elétricos,,,
2024080100,Pontos de rede das ocas,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2024080103,Instalação de placas de inauguração,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024080104,Instalação de cabeamento de lógica,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2024080108,Chuva dentro da Oca das Artes,Estrutura Predial > Forro,,,
2024080110,Controle de ar condicionado com defeito,Climatização > Ar condicionado,,,
2024080111,"Prezados, boa tarde! Tudo bem?  Maçaneta da porta da sala de Represent","Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2024080116,"Prezado/a, boa tarde.  Solicito a verificação de uma lâmpada (lâmpada",Elétrica > Iluminação,,,
2024080117,Reparo em equipamento de transporte de material,"Instalação de Acessórios e Mobiliário > Instalação/Reparo de Equipamentos, Acessórios e Mobiliários",,,
2024080123,Ar condicionado com defeito,Climatização > Ar condicionado,,,
2024080125,Portao do estacionamento - Reitoria,Elétrica > Instalações elétricas,,,
2024080127,Ar condicionado no gabinete 27,Climatização > Ar condicionado,,,
2024080129,Conserto de porta de armário,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2024080135,Ampliação de Rede Cabeada,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2024080136,Ar condicionado jorrando água,Climatização > Ar condicionado,,,
2024080138,Prezada (o)  O nobreak que utilizo no PC (patrimonio - 2018007284) na,Elétrica > Nobreak,,,
2024080139,Infiltração no banheiro feminino,Estrutura Predial > Infiltração,,,
2024080148,Ponto de rede,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2024080159,Infiltração em gabinete,Estrutura Predial > Infiltração,,,
2024080160,Substituição de refletores da quadra,Elétrica > Iluminação,,,
2024080176,Boa noite. Peço que criem para mim uma conta gmail para que possa util,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2024080179,Manutenção preventiva mensal dos elevadores da Reitoria e Campus Jorge Amado,Manutenção Preventiva > Elevador,,,
2024080184,vazamento do ar condicionado,Climatização > Ar condicionado,,,
2024080187,Manutenção de estante de madeira para livros,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024080190,ar condicionado com chiado forte,Climatização > Ar condicionado,,,
2024080192,Bebedouro com Vazamento,Hidrossanitária > Hidráulica,,,
2024080193,Substituição,Elétrica > Instalações elétricas,,,
2024080197,SIFÃO QUEBRADO,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024080198,"Prezado,     Porta do Herbário com a fechadura quebrada.        Cordia",Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024080211,Reparo em aparelho de ar condicionado,Climatização > Ar condicionado,,,
2024080222,Instalação de tomada,Elétrica > Instalações elétricas,,,
2024080224,Troca de reparo dos registros do vestiário do complexo 1,Hidrossanitária > Hidráulica,,,
2024080225,"Prezados,     Solicito a troca do reparo da torre de saída do vaso san",Hidrossanitária > Hidráulica,,,
2024080229,Instalação e test de equipamento,Elétrica > Instalações elétricas,,,
2024080231,Mictório obstruído,Hidrossanitária > Hidráulica,,,
2024080237,Infiltração e vazamento significativo na laje da sala das Incubadoras em dias chuvosos,Estrutura Predial > Infiltração,,,
2024080238,Pintura na parede do terraço do núcleo pedagógico,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024080244,Reparo em  ar condicionado no corredor da sala dos conselhos,Climatização > Ar condicionado,,,
2024080245,"Prezados colegas, bom dia!     Solicitamos, por favor, verificar o tet",Estrutura Predial > Infiltração,,,
2024080246,"Prezados/as  Bom dia,  Solicito uma reparaçao no teto da sala da Diret",Estrutura Predial > Infiltração,,,
2024080247,"Prezados/as  Bom dia,  Solicito uma reparaçao no teto da sala da Diret",Estrutura Predial > Infiltração,,,
2024080250,Placa de Identificação de seção ACESSIBILIDADE,Instalação de Acessórios e Mobiliário > Placas de identificação,,,
2024080254,Ar condicionado não liga. Funcionava normalmente e parou de ligar.,Climatização > Ar condicionado,,,
2024080256,Instalação de bebedouros PCD,Hidrossanitária > Hidráulica,,,
2024080257,Substituição de boias elétricas,Hidrossanitária > Hidráulica,,,
2024080271,Ar condicionado com defeito,Climatização > Ar condicionado,,,
2024080275,Falta de água,Hidrossanitária > Bomba,,,
2024080277,BOM DIA!  A TV DA SALA 05 DO COMPLEXO I ESTÁ COM DEFEITO E A TELA FICA,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024080284,Matrícula não realizada devido a falha técnica,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2024080286,Manutenção ventilador da Guarita,Elétrica > Instalações elétricas,,,
2024080288,Ar condicionado vazando,Climatização > Ar condicionado,,,
2024080295,Solicitação de retirada de árvore caída e drenagem do acesso ao Meliponário,Área Externa e Ambiental > Poda de Árvore / Roçagem,,,
2024080301,Verificação do ponto de internet,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2024080302,Lavado no banheiro masculino,Hidrossanitária > Hidráulica,,,
2024080304,Ar Condicionado apresentando defeito,Climatização > Ar condicionado,,,
2024080305,Ar Condicionado com defeito,Climatização > Ar condicionado,,,
2024080306,Manutenção Porta blindex,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2024080317,Remover suporte para papel toalha,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024080327,Sinalização USO EXCLUSIVO CARRO OFICIAL,Instalação de Acessórios e Mobiliário > Placas de identificação,,,
2024080332,Remoção de filtro de água no Laboratório Interdisciplinar 02,Hidrossanitária > Hidráulica,,,
2024080334,Susbstiuição de lâmpadas de refletores no fundo dos Laboratórios de Ciências,Elétrica > Iluminação,,,
2024080335,Instalação de porta papel toalha no Laboratórios de Microbiologia,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024080340,Instalação de pontos de lógica e elétrica no CUNI Itamaraju,Elétrica > Instalações elétricas,,,
2024080346,Torneira com Vazamento,Estrutura Predial > Infiltração,,,
2024080347,Trocar cifão da pia,Hidrossanitária > Hidráulica,,,
2024080348,Trocar cifão da pia de cozinha,Hidrossanitária > Hidráulica,,,
2024080356,Troca de câmera de segurança,Elétrica > Instalações elétricas,,,
2024080358,ar condicionado no gabinete 27,Climatização > Ar condicionado,,,
2024080361,Problema com computadores da sala de professores do CFCHS,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024080366,Pintura e checagem de cobertura pav adm,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024080370,Instalação de tomada no terraço,Elétrica > Instalações elétricas,,,
2024080371,Instalação de torneira no terraço,Hidrossanitária > Hidráulica,,,
2024080374,Lâmpadas não acendem,Elétrica > Iluminação,,,
2024080398,Descarga com problema,Hidrossanitária > Hidráulica,,,
2024080400,Solicitação de expositores para Exposição Fotográfica,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024080384,Problema na Bomba de Água Potável da Reitoria,Hidrossanitária > Bomba,,,
2024080385,Furto de condensadora,Climatização > Ar condicionado,,,
2024080391,Instalação de tampa do vaso sanitário do banheiro masculino do Laboratório NEA-PB,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024080393,Lâmpadas com problema,Elétrica > Iluminação,,,
2024080408,Consertar o ar condicionado do Laboratório de Ecotoxicologia-CEPEC-CEPLAC,Climatização > Ar condicionado,,,
2024080416,Remoção das tomadas do piso,Elétrica > Instalações elétricas,,,
2024080419,Retirada do mofo e pintura do teto,Estrutura Predial > Forro,,,
2024080420,Impermeabilização,Estrutura Predial > Infiltração,,,
2024080421,Retirada e instalação,"Instalação de Acessórios e Mobiliário > Instalação/Reparo de Equipamentos, Acessórios e Mobiliários",,,
2024080422,Transformador para impressora 127 v,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024080426,Ar condicionado,Climatização > Ar condicionado,,,
2024080432,Instalação infraestrutura elétrica salas novas,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024080434,Instalação de uma tomada dupla,Elétrica > Instalações elétricas,,,
2024080435,Instalação de ponto de rede,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2024080437,Troca da lâmpadas queimadas,Elétrica > Iluminação,,,
2024080440,Ponto de Eletrica e Lógica para alimentação de AP,Elétrica > Instalações elétricas,,,
2024080441,Manutenção sanitário,Hidrossanitária > Hidráulica,,,
2024080442,Desentupimento,Hidrossanitária > Hidráulica,,,
2024080443,"A pedido da Coordenação de Gestão de Bens Móveis, solicito instalação","Segurança contra Incêndio > Sistemas de combate a incêndio (extintores, hidrantes)",,,
2024080444,Tomada,Elétrica > Instalações elétricas,,,
2024080451,Sala 208 sem iluminação,Elétrica > Iluminação,,,
2024080452,Manutenção sanitário feminino 4° pavilhão,Hidrossanitária > Hidráulica,,,
2024080466,Manutenção do Ar-Condicionado,Climatização > Ar condicionado,,,
2024090001,Manutenção Preventiva Bimensal - Gerador 75 kVA - Reitoria,Manutenção Preventiva > Gerador,,,
2024090002,Descarga vasando água,Hidrossanitária > Hidráulica,,,
2024090003,Bebedouro entupido,Hidrossanitária > Hidráulica,,,
2024090007,Ar condicionada sala da Coordenação,Climatização > Ar condicionado,,,
2024090008,Recomposição tampa concreto,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2024090011,Conserto da torneira do bebedouro da Ceame,Hidrossanitária > Hidráulica,,,
2024090014,Reparo em aparelho de ar condicionado,Climatização > Ar condicionado,,,
2024090015,Instalação,Elétrica > Instalações elétricas,,,
2024090016,Instalação,Elétrica > Instalações elétricas,,,
2024090017,Substituição de bloco de contato e auxiliar da casa de bombas,Elétrica > Instalações elétricas,,,
2024090021,Ar condicionado com ruído forte.,Climatização > Ar condicionado,,,
2024090023,Vazamento na parte inferior da pia do sanitário masculino do 3º andar.,Hidrossanitária > Hidráulica,,,
2024090026,Manutenção Preventiva Mensal - Ar condicionado Central - CSC,Manutenção Preventiva > Ar condicionado central,,,
2024090027,Manutenção Preventiva Mensal - Ar Condicionado Central - CSC - Tratamento Químico Mensal da Água de Condensação,Manutenção Preventiva > Ar condicionado central,,,
2024090028,Manutenção Preventiva Mensal - Ar condicionado - Reitoria,Manutenção Preventiva > Ar condicionado split,,,
2024090033,Substutição de posto de trabalho - CJA,Posto de trabalho > Contratação de Posto de trabalho,,,
2024090035,Instalação de duas bombas periféricas na área de experimentação em Aqu,Elétrica > Instalações elétricas,,,
