ID Chamado,TÍTULO,DATA E HORA ABERTURA,STATUS,,,,CAMPUS,,,,,CATEGORIA COMPLETA,,,,Valor do chamado,,,,Latitude x Longitude Geral,,DESCRIÇÃO GLPI,TÍTULO O.S.M.,DESCRIÇÃO O.S.M.,Classificação IA,,Avaliação (%),Executor,Criticidade Atribuída por IA
2019100570,Plano de manutenção preventiva de sistemas hidrossanitários - Espaço de Leitura (CSC),2019-10-29 00:00,Fechado,,,,Campus Sosígenes Costa,,,,,Manutenção Preventiva > Vistoria em Instalações,,,,0,,,,"-16.424657613462742, -39.135949237122865",,"Solicito vistoria nas instalações hidrossanitárias de acordo ao documento em anexo. Após tarefa, a UFSB deverá ser informada sobre a necessidade de manutenções preventivas ou corretivas.",,,Hidrossanitária > Hidráulica,,0.96,Reclass_LSTM,Baixa
2019100571,Plano de manutenção preventiva de sistemas hidrossanitários - Laboratórios CSC,2019-10-29 00:00,Fechado,,,,Campus Sosígenes Costa,,,,,Manutenção Preventiva > Vistoria em Instalações,,,,0,,,,"-16.424310442233665, -39.1367972326299",,"Solicito vistoria nas instalações hidrossanitárias de acordo ao documento em anexo. Após tarefa, a UFSB deverá ser informada sobre a necessidade de manutenções preventivas ou corretivas.",,,Hidrossanitária > Hidráulica,,0.97,Reclass_LSTM,Média
2019100572,Plano de manutenção preventiva de sistemas hidrossanitários - Pavilhão de Convenções CSC,2019-10-29 00:00,Fechado,,,,Campus Sosígenes Costa,,,,,Manutenção Preventiva > Vistoria em Instalações,,,,0,,,,"-16.425315471783644, -39.1356215455011",,"Solicito vistoria nas instalações hidrossanitárias de acordo ao documento em anexo. Após tarefa, a UFSB deverá ser informada sobre a necessidade de manutenções preventivas ou corretivas.",,,Elétrica > Instalações elétricas,,0.96,Reclass_LSTM,Baixa
2019100573,Plano de manutenção preventiva de sistemas hidrossanitários - Pavilhão de Feiras CSC,2019-10-29 00:00,Fechado,,,,Campus Sosígenes Costa,,,,,Manutenção Preventiva > Vistoria em Instalações,,,,0,,,,"-16.423058409985778, -39.136850127779546",,"Solicito vistoria nas instalações hidrossanitárias de acordo ao documento em anexo. Após tarefa, a UFSB deverá ser informada sobre a necessidade de manutenções preventivas ou corretivas.",,,Hidrossanitária > Hidráulica,,0.91,Reclass_LSTM,Média
2019100574,Plano de manutenção preventiva de sistemas hidrossanitários - Pórtico CSC,2019-10-29 00:00,Fechado,,,,Campus Sosígenes Costa,,,,,Manutenção Preventiva > Vistoria em Instalações,,,,0,,,,"-16.423822637563376, -39.13549260894328",,"Solicito vistoria nas instalações hidrossanitárias de acordo ao documento em anexo. Após tarefa, a UFSB deverá ser informada sobre a necessidade de manutenções preventivas ou corretivas.",,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,0.99,Reclass_LSTM,Baixa
2019100575,Plano de manutenção preventiva de sistemas hidrossanitários - Restaurante CSC,2019-10-29 00:00,Fechado,,,,Campus Sosígenes Costa,,,,,Manutenção Preventiva > Vistoria em Instalações,,,,0,,,,"-16.426141435445587, -39.135649217286215",,"Solicito vistoria nas instalações hidrossanitárias de acordo ao documento em anexo. Após tarefa, a UFSB deverá ser informada sobre a necessidade de manutenções preventivas ou corretivas.",,,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,0.93,Reclass_LSTM,Baixa
2019100576,Troca de Sifão,2019-10-29 07:20,Fechado,,,,Campus Paulo Freire,,,,,Hidrossanitária > Hidráulica,,,,52.230000000000004,,,,"-17.534828808942148, -39.72394543442796",,"Solicito, por gentileza, a substituição de sifão sanfonado da pia do banheiro da Guarita do CFCS.

att,

Renê moura",Troca de Sifão,Material para troca de sifão,Estrutura Predial > Infiltração,,0.9,Reclass_LSTM,Baixa
2019100577,Instalação de quadro de avisos no Centro de Formação-Lab.Habilidades,2019-10-29 08:20,Fechado,,,,Campus Paulo Freire,,,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,,0,,,,"-17.534583079307623, -39.723940092553796",,Instalação de quadro de avisos no Centro de Formação-Lab.Habilidades,,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,0.8,Reclass_LSTM,Baixa
2019100579,Reposição de gás de ar condicionado,2019-10-29 08:23,Fechado,,,,Campus Paulo Freire,,,,,Climatização > Ar condicionado split,,,,445.26,,,,"-17.533274716800296, -39.72248779186285",,"Senhores, bom dia.

No serviço de manutenção dos aparelhos de ar condicionado da PROTIC foi identificado a necessidade de reposição do gás de ambos os aparelhos. São aparelhos de 22.000 BTUs, tipo inverter, marca Midea.",Reposição gás de ar condicionado - CPF; Complementar de Manutenção de ar condicionado ,Reposição gás de ar condicionado - CPF; Complementar O.S. 316/2019 de Manutenção de ar condicionado,Hidrossanitária > Hidráulica,,0.97,Reclass_LSTM,Baixa
2019100580,Torneira,2019-10-29 08:31,Fechado,,,,Campus Paulo Freire,,,,,Hidrossanitária > Hidráulica,,,,0,,,,"-17.534828808942148, -39.72394543442796",,"Consulto possibilidade de substituição de torneira na área externa (jardim) em frente ao setor de laboratórios, por torneira metálica com o bico para possibilitar a utilização da mangueira.

att,

Renê Moura",,,Elétrica > Instalações elétricas,,0.92,Reclass_LSTM,Baixa
2019100581,Manutenção Corretiva de Gerador,2019-10-29 08:52,Fechado,,,,Reitoria,,,,,Manutenção Preventiva > Gerador,,,,865.6600000000001,,,,"-14.788316740297745, -39.27483123836992",,"Foi identifico durante a manutenção preventiva do gerador de 75KVA que a bateria de funcionamento não está mais carregando. Assim, solicito que seja feita a aquisição de uma nova bateria para poder dar partida no gerador.",Substituição de Bateria do Gerador,Substituição de Bateria do Gerador,Elétrica > Instalações elétricas,,0.86,Reclass_LSTM,Baixa
2019100582,Ar condicionado com vazamento,2019-10-29 08:57,Fechado,,,,Campus Jorge Amado,,,,,Climatização > Ar condicionado split,,,,0,,,,#N/A,,"Bom dia,
O ar condicionado do Laboratório de Carcinologia e Biodiversidade Aquática (CFCAf/CEPLAC) está com vazamento.",,,Climatização > Ar condicionado,,0.99,Reclass_LSTM,Baixa
2019100583,FALTA DE ENERGIA PAVILHÃO DE AULAS,2019-10-29 09:24,Fechado,,,,Campus Jorge Amado,,,,,Elétrica > Instalações elétricas,,,,0,,,,"-14.77147998352185, -39.23434744042999",,"NO CORREDOR CORRESPONDENTE ÀS SALAS DA 07 À 11, ESTÃO SEM ENERGIA. VERIFICAR DISJUNTOR.",,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,0.98,Reclass_LSTM,Média
2019100585,Solicitação de reparo na torneira do banheiro feminino,2019-10-29 10:12,Fechado,,,,Campus Paulo Freire,,,,,Hidrossanitária > Hidráulica,,,,78.11,,,,"-17.534828808942148, -39.72394543442796",,"Olá, bom dia!

Gostaria de solicitar dois reparos na pia do banheiro feminino, localizado próximo ao Laboratório Interdisciplinar II. A torneira necessita de regulação na válvula de acionamento, pois a mesma demora muito tempo para cessar o fluxo de água; e a pia possui um vazamento entre o sifão e a cuba.

Atenciosamente,

Bruna Nico.",Reparo em torneira do banheiro,Reparo em torneira do banheiro,Elétrica > Iluminação,,0.99,Reclass_LSTM,Baixa
2019100617,Conserto do Ar Condicionado-Sala 12,2019-10-30 11:20,Fechado,,,,Campus Paulo Freire,,,,,Climatização > Ar condicionado split,,,,0,,,,"-17.53335341230621, -39.72217542816204",,Conserto do Ar Condicionado-Sala 12,,,Climatização > Ar condicionado,,0.97,LSTM,Baixa
2019100610,Abrir Gaveta da Mesa,2019-10-30 09:30,Fechado,,,,Reitoria,,,,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,,0,,,,"-14.788316740297745, -39.27483123836992",,"As chaves do gaveteiro da mesa sumiu e, por isso, solicito que o pessoal da manutenção verifique se há a possibilidade abrir as gavetas.",,,Posto de trabalho > Contratação de Posto de trabalho,,0.98,Reclass_LSTM,Baixa
2019100609,Instalar ponto de Irrigação,2019-10-30 09:14,Fechado,,,,Campus Jorge Amado,,,,,Hidrossanitária > Hidráulica,,,,0,,,,"-14.77147998352185, -39.23434744042999",,Solicito que seja instalado um ponto de irrigação para horta do CJA.,,,Posto de trabalho > Contratação de Posto de trabalho,,0.97,Reclass_LSTM,Baixa
2019100620,Infiltração  na sala da Psicóloga,2019-10-30 12:05,Fechado,,,,Campus Sosígenes Costa,,,,,Estrutura Predial > Infiltração,,,,352.82,,,,"-16.423822637563376, -39.13549260894328",,"Venho através desta solicitar manutenção na sala da psicologia situada no pórtico CSC. Esta encontra -se com mofo nas paredes acima da porta do banheiro e também no forro devido a vazamento no tanque da caixa d'água acima desta sala. Este mofo é insalubre pois esta servidora e discentes atendidos ficam submetidos a inalação constante deste cheiro, devido aos atendimentos serem realizados com o ambiente fechado.
Ocorre também um mau odor contínuo advindo da fossa.
Em função das situações citadas acima, peço por gentileza, que sejam com certa urgência verificadas:

Troca do forro mofado
Avaliação da parede interna do banheiro por onde escorre a água (mesmo quando cessa a chuva continua escorrendo por dias), por questão de segurança.
Avaliação do vazamento do tanque da caixa d'água e resolução do mesmo.
Avaliação da estrutura da caixa d'água e segurança da mesma , devido a longos períodos de vazamento.
Avaliação do forro do banheiro que está com água acumulada devido a vazamento da caixa d'agua.
Resolução definitiva relacionado a odor da fossa vindo através de cano do banheiro ( este causa dores de cabeça mal estar nesta servidora e também em discentes atendidos)

Desde já muito grata pela atenção!",Pintura na sala de psicologia; Complementar de Infiltração na sala da Psicóloga,Pintura na sala de psicologia; Complementar de Infiltração na sala da Psicóloga,Posto de trabalho > Contratação de Posto de trabalho,,0.98,Reclass_LSTM,Baixa
2019100622,Substituição de placa de forro,2019-10-30 13:53,Fechado,,,,Campus Paulo Freire,,,,,Estrutura Predial > Forro,,,,0,,,,"-17.53335341230621, -39.72217542816204",,Solicito substituição de uma placa de forro da sala 17.,,,Posto de trabalho > Contratação de Posto de trabalho,,0.98,Reclass_LSTM,Baixa
2019100633,Bebedouro sem água,2019-10-30 16:31,Fechado,,,,Campus Jorge Amado,,,,,Hidrossanitária > Hidráulica,,,,0,,,,"-14.809436680601632, -39.27904921187019",,"O tanque está cheio, mas não está enchendo o bebedouro.",,,Manutenção Preventiva > Quadros Elétricos,,1,Reclass_LSTM,Baixa
2019100639,Troca de boia do tanque da Reitoria,2019-10-31 07:37,Fechado,,,,Reitoria,,,,,Hidrossanitária > Hidráulica,,,,118.95,,,,"-14.788316740297745, -39.27483123836992",,"Solicito troca de boia do tanque da Reitoria.
Motivo: Boia não está funcionando e o tanque está transbordando",Troca de boia do tanque,Troca de boia do tanque,Hidrossanitária > Hidráulica,,0.97,LSTM,Baixa
2019100640,Substituição de Válvula de Descarga,2019-10-31 07:51,Fechado,,,,Reitoria,,,,,Hidrossanitária > Hidráulica,,,,0,,,,"-14.788316740297745, -39.27483123836992",,"Solicito a substituição da válvula de descarga do sanitário masculino da entrada do gabinete da reitoria, pois o dispositivo não está funcionando corretamente.",,,Manutenção Preventiva > Quadros Elétricos,,1,Reclass_LSTM,Baixa
2019100641,Instalação de tomada,2019-10-31 08:37,Fechado,,,,Campus Paulo Freire,,,,,Elétrica > Instalações elétricas,,,,0,,,,"-17.533274716800296, -39.72248779186285",,"Instalação de uma tomada na parede externa do setor acadêmico, próxima ao painel de Paulo Freire, e outra na parede externa da cozinha, próxima ao outro painel artístico.",,,Manutenção Preventiva > Quadros Elétricos,,1,Reclass_LSTM,Baixa
2019100645,Assento sanitário,2019-10-31 09:26,Fechado,,,,Campus Paulo Freire,,,,,Hidrossanitária > Hidráulica,,,,293.23,,,,"-17.53335341230621, -39.72217542816204",,Instalar 8 assentos sanitários que estão quebrados ou faltando nos banheiros.,Reparo em sistema hidrosanitário,Reparo em sistema hidrosanitário,Manutenção Preventiva > Quadros Elétricos,,1,Reclass_LSTM,Baixa
2019100647,Conserto trinco da Porta Sala 108 - Apoio dos Vigilantes,2019-10-31 10:10,Fechado,,,,Campus Sosígenes Costa,,,,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,,68.41,,,,"-16.425315471783644, -39.1356215455011",,"Solicito o conserto do trinco da Porta Sala 108 - Apoio dos Vigilantes, pois a mesma não está podendo ser trancada e no local encontra-se todas as chaves das salas de aula.",Troca de fechadura da sala de apoio dos vigilantes,Troca de fechadura da sala de apoio dos vigilantes,Manutenção Preventiva > Quadros Elétricos,,1,Reclass_LSTM,Baixa
2019100648,Senha do portal CFA,2019-10-31 10:19,Fechado,,,,Campus Sosígenes Costa,,,,,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,,0,,,,"-16.423909554595376, -39.13629623502169",,"Prezadxs,
Havia sido me passado uma senha para administrar o portal do CFArtes, mas agora nao está mais funcionando. Envio em anexo o documento.
Grato,
Prof. Marcelo Wasem
Coordenação SIM",,,Manutenção Preventiva > Quadros Elétricos,,1,Reclass_LSTM,Baixa
2019100649,INFILTRAÇÃO BANHEIRO FEMININO - CJA,2019-10-31 10:19,Fechado,,,,Reitoria,,,,,Estrutura Predial > Infiltração,,,,0,,,,"-14.788316740297745, -39.27483123836992",,"PREZADOS, FOI RECEBIDO AQUI NA COORD DO CAMPUS, UMA RECLAMAÇÃO DE INFILTRAÇÃO NO BANHEIRO FEMININO DO PAVILHÃO DE AULAS, NA PARTE DO FORRO DO TETO. POSSÍVEL GOTEIRA DO TETO E ACUMULO DE AGUA NO FORRO. FAVOR VERIFICAR.
GRATO",,,Manutenção Preventiva > Quadros Elétricos,,1,Reclass_LSTM,Baixa
2019100658,Revisão em persianas de todas as salas,2019-10-31 14:56,Fechado,,,,Campus Paulo Freire,,,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,,0,,,,"-17.53318988361887, -39.72242666524693",,Revisão em persianas de todas as salas,,,Manutenção Preventiva > Quadros Elétricos,,1,Reclass_LSTM,Baixa
2019110001,Instalação de bebedouro - Cuni Ilheus,2019-11-01 08:38,Fechado,,,,Campus Jorge Amado,,,,,Hidrossanitária > Hidráulica,,,,47.47,,,,"-14.784588690412658, -39.04431728226902",,"Caros,

Solicita-se a instalação de 1 bebedouro no Cuni Ilheus.

O aparelho encontra-se com o servidor Emerson (coordenação de campus CJA).

No aguardo.",Instalação de bebedouro,Instalação de bebedouro,Hidrossanitária > Hidráulica,,0.99,LSTM,Baixa
2019110002,Instalação de TV no Cuni Ilheus,2019-11-01 09:15,Fechado,,,,Campus Jorge Amado,,,,,Elétrica > Instalações elétricas,,,,0,,,,"-14.784588690412658, -39.04431728226902",,"Caros,

Solicita-se a instalação de uma TV 58' no Cuni Ilheus.

O equipamento encontra-se com o servidor Fabiano (Operações TIC - Coordenação de campus CJA).

No aguardo.",,,Manutenção Preventiva > Quadros Elétricos,,1,Reclass_LSTM,Baixa
2019110006,Materiais para estoque,2019-11-01 09:32,Fechado,,,,Campus Jorge Amado,,,,,Suprimentos / Apoio Técnico > Materiais,,,,7684.46,,,,"-14.77147998352185, -39.23434744042999",,"Solicito os seguintes materiais para estoque:

Cabo flexível 2,5mm
Caixa 4x2;
Tomada simples 10A;
Tomada simples 20A;
Tomada dupla 10A;
Tomada dupla 20A;
Interruptor simples 1 tecla 10A;
Interruptor simples 2 teclas 20A;
Interruptor simples 3 teclas 10A;
Terminal de pino para cabo 2,5mm;
Terminal olhal para cabo 2,5mm;
Disjuntor monopar 10A;
Disjuntor monopolar 16A;
Disjuntor monopolar 20A;
Disjuntor bipolar 20A;
Disjuntor bipolar 32A;
Tomada RJ45 fêmea;
Tampa para tomada RJ45 fêmea;
Fita isolante;
Bucha 6 com parafuso;
Bucha 8 com parafuso;
Tubo esponjoso de 1/4, 1/2, 3/8, 5/8;
Fita aluminizada;
Fita de PVC;",Materiais para estoque,"Materiais para estoque
Para os cabos 2,5mm2:
400 metros na cor azul
200 metros na cor preta",TI / Dados / Rede > Coleta de dados,,0.97,Reclass_LSTM,Baixa
2019110008,Solicito vistoria/manutenção do aparelho de ar condicionado da sala 7A,2019-11-01 11:08,Fechado,,,,Campus Jorge Amado,,,,,Climatização > Ar condicionado split,,,,0,,,,"-14.77147998352185, -39.23434744042999",,"Solicito vistoria/manutenção do aparelho de ar condicionado da sala 7A.
Motivo: Não refrigera.",,,Climatização > Ar condicionado,,0.97,LSTM,Baixa
2019110009,Retirada dos cadeados das portas e substituição por outros cadeados,2019-11-01 11:11,Fechado,,,,Campus Sosígenes Costa,,,,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,,71.71000000000001,,,,"-16.426141435445587, -39.135649217286215",,"Solicito a retirada dos cadeados das portas da cantina(restaurante) pois segundo o atual cessionário eles não têm as chaves e a vigilância do campus também não tem.
Ao retirar os cadeados atuais será necessário repor em todas as portas.",Troca de cadeado,Troca de cadeado,Hidrossanitária > Hidráulica,,0.95,Reclass_LSTM,Média
2019110010,Solicito troca de lâmpadas queimadas no corredor de acesso as salas 7,2019-11-01 11:12,Fechado,,,,Campus Jorge Amado,,,,,Elétrica > Iluminação,,,,0,,,,"-14.77147998352185, -39.23434744042999",,Solicito troca de lâmpadas queimadas no corredor de acesso as salas 7 à 12.,,,Elétrica > Iluminação,,0.99,LSTM,Baixa
2019110014,Solicito manutenção no sanitário feminino do pav de aulas. Motivo: Agu,2019-11-01 14:06,Fechado,,,,Campus Jorge Amado,,,,,Hidrossanitária > Hidráulica,,,,0,,,,"-14.77147998352185, -39.23434744042999",,"Solicito manutenção no sanitário feminino do pav de aulas.
Motivo: Agua voltando pelo ralo.",,,Climatização > Ar condicionado,,0.99,Reclass_LSTM,Baixa
2019110019,Contratação de Pessoal - CJA,2019-11-01 16:14,Fechado,,,,Campus Jorge Amado,,,,,Posto de trabalho > Contratação de Posto de trabalho,,,,112055.14999999994,,,,"-14.77147998352185, -39.23434744042999",,"Solicito a contratação de pessoal, de acordo com a lista e quantidade abaixo:

Auxiliar Prático (1)
Pedreiro (1)
Eletricista (1)",Contratação de Pessoal - CJA,Contratação de Pessoal - CJA,Posto de trabalho > Contratação de Posto de trabalho,,0.95,LSTM,Baixa
2019110020,Contratação de Pessoal e Veículo - Reitoria,2019-11-01 16:20,Fechado,,,,Reitoria,,,,,Posto de trabalho > Contratação de Posto de trabalho,,,,123884.58999999998,,,,"-14.788316740297745, -39.27483123836992",,"Solicito a contratação de pessoal, de acordo com a lista e quantidade abaixo:
Encarregado (1)
Veículo (1)",Contratação de Pessoal - Reitoria,Contratação de Pessoal,Posto de trabalho > Contratação de Posto de trabalho,,0.98,LSTM,Baixa
2019110021,Contratação de Pessoal - CPF,2019-11-01 16:23,Fechado,,,,Campus Paulo Freire,,,,,Posto de trabalho > Contratação de Posto de trabalho,,,,204942.42999999988,,,,"-17.53335341230621, -39.72217542816204",,"Solicito a contratação de pessoal, de acordo com a lista e quantidade abaixo:
Auxiliar Prático (1)
Encarregado (1)
Eletricista (1)
Veículo (1)",Contratação de Pessoal - CPF,Contratação de Pessoal - CPF,Posto de trabalho > Contratação de Posto de trabalho,,0.95,LSTM,Baixa
2019110022,Contratação de Pessoal - CSC,2019-11-01 16:25,Fechado,,,,Campus Sosígenes Costa,,,,,Posto de trabalho > Contratação de Posto de trabalho,,,,312442.0000000002,,,,"-16.423909554595376, -39.13629623502169",,"Solicito a contratação de pessoal, de acordo com a lista e quantidade abaixo:
Auxiliar Prático (2)
Pedreiro (1)
Eletricista (1)
Encarregado (1)
Mecânico de Refrigeração (1)
Veículo (1)",Contratação de Pessoal - CSC,Contratação de Pessoal - CSC,Posto de trabalho > Contratação de Posto de trabalho,,0.96,LSTM,Baixa
2019110027,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Bloco Administrativo CSC,2019-11-02 00:00,Fechado,,,,Campus Sosígenes Costa,,,,,Manutenção Preventiva > Quadros Elétricos,,,,0,,,,"-16.424036771315144, -39.13615281834591",,"Solicito manutenção preventiva/inspeção dos quadros elétrico de baixa tensão conforme arquivo em anexo. O acompanhamento dos serviços deverá ser feito de acordo ao Anexo I, página 02.
É OBRIGATÓRIA a entrega deste documento à UFSB, de modo a dar retorno aos serviços executados e atualização dos cadastros dos quadros elétricos.",,,Manutenção Preventiva > Quadros Elétricos,,1,LSTM,Baixa
2019110028,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Bloco de Serviços CSC,2019-11-02 00:00,Fechado,,,,Campus Sosígenes Costa,,,,,Manutenção Preventiva > Quadros Elétricos,,,,0,,,,"-16.424307884397862, -39.136705238608734",,"Solicito manutenção preventiva/inspeção dos quadros elétrico de baixa tensão conforme arquivo em anexo. O acompanhamento dos serviços deverá ser feito de acordo ao Anexo I, página 02.
É OBRIGATÓRIA a entrega deste documento à UFSB, de modo a dar retorno aos serviços executados e atualização dos cadastros dos quadros elétricos.",,,Manutenção Preventiva > Quadros Elétricos,,1,LSTM,Baixa
2019110029,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Complexo de Ocas CSC,2019-11-02 00:00,Fechado,,,,Campus Sosígenes Costa,,,,,Manutenção Preventiva > Quadros Elétricos,,,,0,,,,"-16.42654858445351, -39.135574841004974",,"Solicito manutenção preventiva/inspeção dos quadros elétrico de baixa tensão conforme arquivo em anexo. O acompanhamento dos serviços deverá ser feito de acordo ao Anexo I, página 02.
É OBRIGATÓRIA a entrega deste documento à UFSB, de modo a dar retorno aos serviços executados e atualização dos cadastros dos quadros elétricos.",,,Manutenção Preventiva > Quadros Elétricos,,1,LSTM,Baixa
2019110030,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Espaço de leitura CSC,2019-11-02 00:00,Fechado,,,,Campus Sosígenes Costa,,,,,Manutenção Preventiva > Quadros Elétricos,,,,0,,,,"-16.424657613462742, -39.135949237122865",,"Solicito manutenção preventiva/inspeção dos quadros elétrico de baixa tensão conforme arquivo em anexo. O acompanhamento dos serviços deverá ser feito de acordo ao Anexo I, página 02.
É OBRIGATÓRIA a entrega deste documento à UFSB, de modo a dar retorno aos serviços executados e atualização dos cadastros dos quadros elétricos.",,,Manutenção Preventiva > Quadros Elétricos,,1,LSTM,Baixa
2019110031,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Laboratórios CSC,2019-11-02 00:00,Fechado,,,,Campus Sosígenes Costa,,,,,Manutenção Preventiva > Quadros Elétricos,,,,0,,,,"-16.424310442233665, -39.1367972326299",,"Solicito manutenção preventiva/inspeção dos quadros elétrico de baixa tensão conforme arquivo em anexo. O acompanhamento dos serviços deverá ser feito de acordo ao Anexo I, página 02.
É OBRIGATÓRIA a entrega deste documento à UFSB, de modo a dar retorno aos serviços executados e atualização dos cadastros dos quadros elétricos.",,,Manutenção Preventiva > Quadros Elétricos,,1,LSTM,Baixa
2019110032,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Pavilhão de Convenções CSC,2019-11-02 00:00,Fechado,,,,Campus Sosígenes Costa,,,,,Manutenção Preventiva > Quadros Elétricos,,,,0,,,,"-16.425315471783644, -39.1356215455011",,"Solicito manutenção preventiva/inspeção dos quadros elétrico de baixa tensão conforme arquivo em anexo. O acompanhamento dos serviços deverá ser feito de acordo ao Anexo I, página 02.
É OBRIGATÓRIA a entrega deste documento à UFSB, de modo a dar retorno aos serviços executados e atualização dos cadastros dos quadros elétricos.",,,Manutenção Preventiva > Quadros Elétricos,,1,LSTM,Baixa
2019110033,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Pavilhão de Feiras CSC,2019-11-02 00:00,Fechado,,,,Campus Sosígenes Costa,,,,,Manutenção Preventiva > Quadros Elétricos,,,,0,,,,"-16.423058409985778, -39.136850127779546",,"Solicito manutenção preventiva/inspeção dos quadros elétrico de baixa tensão conforme arquivo em anexo. O acompanhamento dos serviços deverá ser feito de acordo ao Anexo I, página 02.
É OBRIGATÓRIA a entrega deste documento à UFSB, de modo a dar retorno aos serviços executados e atualização dos cadastros dos quadros elétricos.",,,Manutenção Preventiva > Quadros Elétricos,,1,LSTM,Baixa
2019110034,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Portaria CSC,2019-11-02 00:00,Fechado,,,,Campus Sosígenes Costa,,,,,Manutenção Preventiva > Quadros Elétricos,,,,0,,,,"-16.420061877245463, -39.136391365397536",,"Solicito manutenção preventiva/inspeção dos quadros elétrico de baixa tensão conforme arquivo em anexo. O acompanhamento dos serviços deverá ser feito de acordo ao Anexo I, página 02.
É OBRIGATÓRIA a entrega deste documento à UFSB, de modo a dar retorno aos serviços executados e atualização dos cadastros dos quadros elétricos.",,,Manutenção Preventiva > Quadros Elétricos,,1,LSTM,Baixa
2019110035,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Pórtico CSC,2019-11-02 00:00,Fechado,,,,Campus Sosígenes Costa,,,,,Manutenção Preventiva > Quadros Elétricos,,,,0,,,,"-16.423822637563376, -39.13549260894328",,"Solicito manutenção preventiva/inspeção dos quadros elétrico de baixa tensão conforme arquivo em anexo. O acompanhamento dos serviços deverá ser feito de acordo ao Anexo I, página 02.
É OBRIGATÓRIA a entrega deste documento à UFSB, de modo a dar retorno aos serviços executados e atualização dos cadastros dos quadros elétricos.",,,Manutenção Preventiva > Quadros Elétricos,,1,LSTM,Baixa
2019110036,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Restaurante CSC,2019-11-02 00:00,Fechado,,,,Campus Sosígenes Costa,,,,,Manutenção Preventiva > Quadros Elétricos,,,,0,,,,"-16.426141435445587, -39.135649217286215",,"Solicito manutenção preventiva/inspeção dos quadros elétrico de baixa tensão conforme arquivo em anexo. O acompanhamento dos serviços deverá ser feito de acordo ao Anexo I, página 02.
É OBRIGATÓRIA a entrega deste documento à UFSB, de modo a dar retorno aos serviços executados e atualização dos cadastros dos quadros elétricos.",,,Manutenção Preventiva > Quadros Elétricos,,1,LSTM,Baixa
2019110037,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Subestação CSC,2019-11-02 00:00,Fechado,,,,Campus Sosígenes Costa,,,,,Manutenção Preventiva > Quadros Elétricos,,,,0,,,,"-16.42242076195677, -39.139353895289744",,"Solicito manutenção preventiva/inspeção dos quadros elétrico de baixa tensão conforme arquivo em anexo. O acompanhamento dos serviços deverá ser feito de acordo ao Anexo I, página 02.
É OBRIGATÓRIA a entrega deste documento à UFSB, de modo a dar retorno aos serviços executados e atualização dos cadastros dos quadros elétricos.",,,Manutenção Preventiva > Quadros Elétricos,,1,LSTM,Baixa
2019110043,Backup de Planilhas,2019-11-04 00:00,Fechado,,,,Reitoria,,,,,TI / Dados / Rede > Coleta de dados,,,,0,,,,"-14.788316740297745, -39.27483123836992",,"Solicito que seja feito o backup das planilhas de medição dos contratos geridos pela coordenação de manutenção. Ressalto que, os arquivos gerados devem ser salvos no diretórios dos respectivos contratos no endereço F:\DINFRA\DINFRA2\4_GESTÃO DE CONTRATOS.",,,Manutenção Preventiva > Quadros Elétricos,,1,Reclass_LSTM,Baixa
2019110044,Solicitação de tomada no restaurante,2019-11-04 08:31,Fechado,,,,Campus Sosígenes Costa,,,,,Elétrica > Instalações elétricas,,,,0,,,,"-16.426141435445587, -39.135649217286215",,"Solicito ponto de energia para atender a demanda da nova gestão da cantina do CSC, pois hoje só existe um ponto no local.",,,Manutenção Preventiva > Quadros Elétricos,,1,Reclass_LSTM,Baixa
2019110053,Solicitação de reparos em vanzementos na Cantina,2019-11-04 11:50,Fechado,,,,Campus Sosígenes Costa,,,,,Hidrossanitária > Hidráulica,,,,0,,,,"-16.426141435445587, -39.135649217286215",,"Solicito o reparo devido a vazamento nos seguintes locais da cantina:

Registro dentro da cozinha;
Torneira com filtro pingando;
Chuveiro do banheiro masculino pingando.",,,Manutenção Preventiva > Quadros Elétricos,,1,Reclass_LSTM,Baixa
